kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,Prot,adopted_rp,adopted_period,flag_dr3_ruwe_outlier,flag_koi_is_grazing,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,Li_EW,comment,are_gyro_and_li_consistent
12785320,K00298.01,Kepler-515 b,CONFIRMED,5250,38.23,1.50,19.96,0,1,256,4,1,$4472^{+360}_{-360}$,$> 663$,$-1\pm9$,,Yes
10922659,K03335.01,Kepler-1916 b,CONFIRMED,6055,31.50,2.40,31.25,0,0,2048,0,0,$4473^{+360}_{-360}$,--,--,,--
9177629,K02522.01,Kepler-1848 b,CONFIRMED,4766,37.97,1.16,5.60,0,0,0,0,1,$4473^{+360}_{-360}$,$> 267$,$9\pm7$,,Yes
6382217,K02036.02,Kepler-353 b,CONFIRMED,4097,31.93,1.16,5.80,0,0,0,0,1,$4473^{+360}_{-360}$,$> 106$,$13\pm13$,,Yes
6382217,K02036.01,Kepler-353 c,CONFIRMED,4097,31.93,1.74,8.41,0,1,0,4,1,$4473^{+360}_{-360}$,$> 106$,$13\pm13$,,Yes
5357545,K02219.01,Kepler-1809 b,CONFIRMED,4901,38.77,1.23,3.76,0,0,0,0,1,$4473^{+360}_{-360}$,$> 358$,$7\pm6$,,Yes
9718066,K02287.01,Kepler-378 b,CONFIRMED,4620,37.19,1.05,16.09,0,1,0,4,1,$4473^{+360}_{-360}$,$> 215$,$9\pm8$,,Yes
9718066,K02287.02,Kepler-378 c,CONFIRMED,4620,37.19,0.84,28.91,0,1,0,4,1,$4473^{+360}_{-360}$,$> 215$,$9\pm8$,,Yes
5005121,K02237.01,Kepler-1811 b,CONFIRMED,5720,35.37,2.82,76.42,0,0,512,0,0,$4474^{+359}_{-359}$,--,--,,--
9221517,K02281.01,Kepler-1173 b,CONFIRMED,4934,39.59,0.82,0.77,0,0,0,0,1,$4474^{+359}_{-359}$,$> 349$,$7\pm12$,,Yes
3338885,K01845.01,Kepler-975 b,CONFIRMED,4839,39.31,1.62,1.97,0,1,0,4,1,$4474^{+359}_{-359}$,$> 247$,$13\pm19$,,Yes
3338885,K01845.02,Kepler-975 c,CONFIRMED,4839,39.31,2.24,5.06,0,1,0,4,1,$4474^{+359}_{-359}$,$> 247$,$13\pm19$,,Yes
8242434,K01726.01,Kepler-942 b,CONFIRMED,4676,38.24,2.06,44.96,0,0,0,0,1,$4474^{+359}_{-359}$,$> 261$,$2\pm6$,,Yes
10975146,K01300.01,Kepler-808 b,CONFIRMED,4572,37.71,1.20,0.63,1,0,384,0,1,$4475^{+358}_{-358}$,$> 199$,$6\pm15$,,Yes
7810483,K01943.01,Kepler-1676 b,CONFIRMED,6165,32.40,3.09,29.92,1,0,900,0,0,$4475^{+358}_{-358}$,--,--,,--
10022908,K01586.01,Kepler-900 b,CONFIRMED,4684,38.78,1.69,6.99,0,0,0,0,1,$4475^{+358}_{-358}$,$> 215$,$-19\pm32$,,Yes
6425957,K00663.01,Kepler-205 b,CONFIRMED,4279,34.71,1.49,2.76,0,0,0,0,1,$4475^{+358}_{-358}$,$> 150$,$8\pm8$,,Yes
6425957,K00663.02,Kepler-205 c,CONFIRMED,4279,34.71,1.71,20.31,0,0,0,0,1,$4475^{+358}_{-358}$,$> 150$,$8\pm8$,,Yes
11129738,K01427.01,Kepler-844 b,CONFIRMED,4201,33.98,1.54,2.61,0,1,0,4,1,$4476^{+358}_{-358}$,$> 112$,$17\pm23$,,Yes
7046804,K00205.01,Kepler-492 b,CONFIRMED,5373,40.70,8.60,11.72,0,0,0,0,0,$4476^{+358}_{-358}$,--,--,,--
10730070,K04335.01,Kepler-1590 b,CONFIRMED,5877,33.92,0.95,7.62,0,0,0,0,1,$4476^{+358}_{-358}$,$> 758$,$-1\pm7$,,Yes
11401182,K01428.01,Kepler-845 b,CONFIRMED,4815,40.42,1.58,0.93,0,0,0,0,1,$4476^{+358}_{-358}$,$> 365$,$-11\pm9$,,Yes
11194032,K00348.01,Kepler-533 b,CONFIRMED,4609,38.77,3.04,28.51,0,0,0,0,1,$4476^{+358}_{-358}$,$> 236$,$3\pm5$,,Yes
11853255,K00778.01,Kepler-674 b,CONFIRMED,4255,35.19,1.87,2.24,0,1,0,4,1,$4477^{+357}_{-357}$,$> 116$,$22\pm17$,,Yes
8570333,K02436.01,Kepler-1237 b,CONFIRMED,5167,43.32,2.55,84.57,0,0,0,0,0,$4477^{+357}_{-357}$,--,--,,--
7135852,K00875.01,Kepler-1729 b,CONFIRMED,4548,38.77,3.63,4.22,0,0,64,0,1,$4477^{+357}_{-357}$,$> 188$,$10\pm12$,,Yes
7877978,K02760.01,Kepler-1874 b,CONFIRMED,4701,40.70,2.69,56.57,1,1,640,4,1,$4477^{+357}_{-357}$,$> 244$,$1\pm17$,,Yes
5357901,K00188.01,Kepler-425 b,CONFIRMED,5139,44.53,10.27,3.80,0,0,0,0,0,$4477^{+357}_{-357}$,--,--,,--
8742590,K01281.01,Kepler-1742 b,CONFIRMED,5647,39.57,1.88,49.48,0,0,0,0,0,$4478^{+357}_{-357}$,--,--,,--
10718726,K00600.01,Kepler-618 b,CONFIRMED,5931,37.14,2.36,3.60,0,0,512,0,1,$4478^{+356}_{-356}$,$> 606$,$-16\pm18$,,Yes
9875711,K00956.01,Kepler-742 b,CONFIRMED,4550,39.59,3.12,8.36,0,0,0,0,1,$4478^{+356}_{-356}$,$> 121$,$35\pm16$,,Yes
10350571,K01175.01,Kepler-784 b,CONFIRMED,5649,44.79,3.43,31.59,0,0,518,0,1,$4478^{+356}_{-356}$,$> 331$,$41\pm3$,,Yes
10350571,K01175.02,Kepler-784 c,CONFIRMED,5649,44.79,2.98,17.16,0,0,518,0,1,$4478^{+356}_{-356}$,$> 331$,$41\pm3$,,Yes
8481129,K02402.01,Kepler-1223 b,CONFIRMED,4725,42.43,1.24,16.30,0,1,0,4,1,$4478^{+356}_{-356}$,$> 241$,$11\pm8$,,Yes
5629538,K02345.01,Kepler-1201 b,CONFIRMED,6001,35.88,1.93,15.19,0,1,0,4,0,$4479^{+356}_{-356}$,--,--,,--
5084942,K00161.01,Kepler-475 b,CONFIRMED,4773,44.23,2.39,3.11,0,0,0,0,1,$4479^{+356}_{-356}$,$> 247$,$9\pm16$,,Yes
9475552,K02694.01,Kepler-1315 b,CONFIRMED,4638,42.13,1.34,0.84,0,0,0,0,1,$4479^{+356}_{-356}$,$> 194$,$4\pm26$,,Yes
9475552,K02694.02,Kepler-1315 c,CONFIRMED,4638,42.13,1.45,6.57,0,0,0,0,1,$4479^{+356}_{-356}$,$> 194$,$4\pm26$,,Yes
3444588,K01202.01,Kepler-787 b,CONFIRMED,4248,36.43,1.34,0.93,0,0,0,0,1,$4479^{+355}_{-355}$,$> 103$,$28\pm18$,,Yes
6761777,K04571.01,Kepler-1615 b,CONFIRMED,5907,40.37,3.05,47.31,0,1,518,4,0,$4480^{+355}_{-355}$,--,--,,--
5686174,K00610.01,Kepler-622 b,CONFIRMED,4217,36.18,2.08,14.28,0,0,0,0,1,$4480^{+355}_{-355}$,$> 106$,$24\pm21$,,Yes
4139816,K00812.01,Kepler-235 b,CONFIRMED,4293,38.77,2.48,3.34,0,0,0,0,1,$4481^{+355}_{-355}$,$> 130$,$7\pm31$,,Yes
4139816,K00812.04,Kepler-235 c,CONFIRMED,4293,38.77,1.40,7.83,0,0,0,0,1,$4481^{+355}_{-355}$,$> 130$,$7\pm31$,,Yes
4139816,K00812.02,Kepler-235 d,CONFIRMED,4293,38.77,2.36,20.06,0,0,0,0,1,$4481^{+355}_{-355}$,$> 130$,$7\pm31$,,Yes
4139816,K00812.03,Kepler-235 e,CONFIRMED,4293,38.77,2.29,46.18,0,0,0,0,1,$4481^{+355}_{-355}$,$> 130$,$7\pm31$,,Yes
8247771,K02344.01,Kepler-1200 b,CONFIRMED,4564,44.22,1.11,1.12,0,0,0,0,1,$4481^{+354}_{-354}$,$> 197$,$5\pm17$,,Yes
11192235,K02329.01,Kepler-1826 b,CONFIRMED,4099,34.46,1.36,1.62,0,1,0,4,1,$4481^{+354}_{-354}$,$> 101$,$13\pm20$,,Yes
10340423,K00736.02,Kepler-225 b,CONFIRMED,4330,40.42,1.71,6.74,0,0,0,0,1,$4482^{+354}_{-354}$,$> 155$,$-8\pm21$,,Yes
10340423,K00736.01,Kepler-225 c,CONFIRMED,4330,40.42,2.72,18.79,0,0,0,0,1,$4482^{+354}_{-354}$,$> 155$,$-8\pm21$,,Yes
7455287,K00886.01,Kepler-54 b,CONFIRMED,3854,34.22,1.91,8.01,0,0,4,0,1,$4482^{+353}_{-353}$,$> 74$,$17\pm31$,,Yes
7455287,K00886.02,Kepler-54 c,CONFIRMED,3854,34.22,1.46,12.07,0,0,4,0,1,$4482^{+353}_{-353}$,$> 74$,$17\pm31$,,Yes
7455287,K00886.03,Kepler-54 d,CONFIRMED,3854,34.22,1.46,21.00,0,0,4,0,1,$4482^{+353}_{-353}$,$> 74$,$17\pm31$,,Yes
8120608,K00571.03,Kepler-186 b,CONFIRMED,4023,33.75,1.19,3.89,0,0,0,0,1,$4483^{+353}_{-353}$,$> 97$,$11\pm18$,,Yes
8120608,K00571.01,Kepler-186 c,CONFIRMED,4023,33.75,1.41,7.27,0,0,0,0,1,$4483^{+353}_{-353}$,$> 97$,$11\pm18$,,Yes
8120608,K00571.02,Kepler-186 d,CONFIRMED,4023,33.75,1.56,13.34,0,0,0,0,1,$4483^{+353}_{-353}$,$> 97$,$11\pm18$,,Yes
8120608,K00571.04,Kepler-186 e,CONFIRMED,4023,33.75,1.42,22.41,0,0,0,0,1,$4483^{+353}_{-353}$,$> 97$,$11\pm18$,,Yes
11752906,K00253.01,Kepler-2000 b,CONFIRMED,3990,37.71,3.18,6.38,0,0,0,0,1,$4483^{+353}_{-353}$,$> 87$,$11\pm30$,,Yes
11752906,K00253.02,Kepler-2000 c,CONFIRMED,3990,37.71,1.83,20.62,0,0,0,0,1,$4483^{+353}_{-353}$,$> 87$,$11\pm30$,,Yes
6497146,K03284.01,Kepler-438 b,CONFIRMED,3957,35.88,0.97,35.23,1,0,2432,0,1,$4484^{+352}_{-352}$,$> 83$,$-8\pm46$,,Yes
7871954,K01515.01,Kepler-303 b,CONFIRMED,4241,40.69,1.08,1.94,0,0,0,0,1,$4484^{+352}_{-352}$,$> 140$,$5\pm16$,,Yes
7871954,K01515.02,Kepler-303 c,CONFIRMED,4241,40.69,1.34,7.06,0,1,0,4,1,$4484^{+352}_{-352}$,$> 140$,$5\pm16$,,Yes
12352520,K03094.01,Kepler-1904 b,CONFIRMED,3879,35.68,1.36,4.58,0,0,4,0,1,$4484^{+352}_{-352}$,$> 83$,$-24\pm31$,,Yes
11923270,K00781.01,Kepler-676 b,CONFIRMED,3830,36.17,3.01,11.60,0,0,0,0,1,$4484^{+352}_{-352}$,$> 73$,$-8\pm46$,,Yes
9837661,K02715.01,Kepler-1321 b,CONFIRMED,4119,43.02,5.41,11.13,0,0,512,0,0,$4485^{+352}_{-352}$,--,--,,--
9837661,K02715.02,Kepler-1321 c,CONFIRMED,4119,43.02,2.82,2.23,0,0,512,0,0,$4485^{+352}_{-352}$,--,--,,--
9837661,K02715.03,Kepler-1321 d,CONFIRMED,4119,43.02,2.38,5.72,0,0,512,0,0,$4485^{+352}_{-352}$,--,--,,--
10388286,K00596.01,Kepler-617 b,CONFIRMED,3827,36.93,1.44,1.68,0,0,4,0,1,$4485^{+352}_{-352}$,$> 69$,$24\pm20$,,Yes
9787239,K00952.01,Kepler-32 b,CONFIRMED,3931,36.94,2.24,5.90,0,0,0,0,1,$4485^{+351}_{-351}$,$> 77$,$21\pm24$,,Yes
9787239,K00952.02,Kepler-32 c,CONFIRMED,3931,36.94,2.13,8.75,0,0,0,0,1,$4485^{+351}_{-351}$,$> 77$,$21\pm24$,,Yes
9787239,K00952.03,Kepler-32 d,CONFIRMED,3931,36.94,2.52,22.78,0,0,0,0,1,$4485^{+351}_{-351}$,$> 77$,$21\pm24$,,Yes
9787239,K00952.04,Kepler-32 e,CONFIRMED,3931,36.94,1.43,2.90,0,0,0,0,1,$4485^{+351}_{-351}$,$> 77$,$21\pm24$,,Yes
9787239,K00952.05,Kepler-32 f,CONFIRMED,3931,36.94,2.08,0.74,0,0,0,0,1,$4485^{+351}_{-351}$,$> 77$,$21\pm24$,,Yes
10118816,K01085.01,Kepler-1735 b,CONFIRMED,4074,39.86,0.97,7.72,0,0,0,0,1,$4486^{+351}_{-351}$,$> 91$,$16\pm31$,,Yes
10386984,K00739.01,Kepler-658 b,CONFIRMED,4199,42.14,1.82,1.29,0,0,0,0,1,$4486^{+351}_{-351}$,$> 113$,$17\pm17$,,Yes
11718389,K04444.01,Kepler-1956 b,CONFIRMED,4132,40.42,0.99,5.94,0,0,0,0,1,$4486^{+351}_{-351}$,$> 111$,$5\pm24$,,Yes
7673841,K02585.01,Kepler-392 b,CONFIRMED,6176,--,0.97,5.34,--,0,0,0,1,--,$> 13$,$-40\pm9$,,--
10094670,K01984.01,Kepler-1677 b,CONFIRMED,6477,13.28,2.30,22.06,0,1,1,4,1,--,$> 26$,$51\pm3$,,--
11656246,K01532.01,Kepler-885 b,CONFIRMED,6403,10.33,2.21,18.11,0,1,2053,4,1,--,$> 29$,$53\pm4$,,--
9347899,K00935.01,Kepler-31 b,CONFIRMED,6436,--,5.32,20.86,--,0,1,0,1,--,$> 34$,$59\pm45$,,--
9347899,K00935.02,Kepler-31 c,CONFIRMED,6436,--,5.06,42.63,--,0,1,0,1,--,$> 34$,$59\pm45$,,--
9347899,K00935.03,Kepler-31 d,CONFIRMED,6436,--,3.88,87.65,--,0,1,0,1,--,$> 34$,$59\pm45$,,--
4548098,K04157.01,Kepler-1982 b,CONFIRMED,6340,5.92,0.86,3.82,0,0,5,0,1,--,$> 36$,$53\pm3$,,--
10264660,K00098.01,Kepler-14 b,CONFIRMED,6372,--,9.86,6.79,--,0,290,0,1,--,$> 37$,$50\pm3$,,--
4138951,K02866.01,Kepler-1373 b,CONFIRMED,6490,--,0.89,1.29,--,0,135,0,1,--,$> 39$,$-21\pm8$,,--
8191672,K00018.01,Kepler-5 b,CONFIRMED,6403,--,14.88,3.55,--,0,7,0,1,--,$> 39$,$48\pm1$,,--
2854914,K01113.01,Kepler-268 b,CONFIRMED,6320,--,2.57,25.93,--,0,1,0,1,--,$> 45$,$50\pm3$,,--
2854914,K01113.02,Kepler-268 c,CONFIRMED,6320,--,2.83,83.45,--,0,1,0,1,--,$> 45$,$50\pm3$,,--
7175184,K00369.01,Kepler-144 b,CONFIRMED,6423,8.10,1.27,5.89,0,0,1,0,1,--,$> 46$,$44\pm3$,,--
7175184,K00369.02,Kepler-144 c,CONFIRMED,6423,8.10,1.27,10.10,0,0,1,0,1,--,$> 46$,$44\pm3$,,--
5124667,K01822.01,Kepler-1672 b,CONFIRMED,6463,10.70,2.73,150.88,0,0,1,0,1,--,$> 46$,$42\pm3$,,--
6291837,K00308.01,Kepler-1715 b,CONFIRMED,6277,5.69,3.72,35.60,1,1,133,4,1,--,$> 46$,$52\pm4$,,--
8561063,K00961.01,Kepler-42 b,CONFIRMED,3428,--,0.91,1.21,--,1,5,4,1,--,$> 47$,$-128\pm92$,,--
8561063,K00961.02,Kepler-42 c,CONFIRMED,3428,--,0.88,0.45,--,1,5,4,1,--,$> 47$,$-128\pm92$,,--
8561063,K00961.03,Kepler-42 d,CONFIRMED,3428,--,0.77,1.87,--,0,5,0,1,--,$> 47$,$-128\pm92$,,--
11342416,K02366.01,Kepler-1209 b,CONFIRMED,6381,9.39,1.33,25.37,0,1,2049,4,1,--,$> 47$,$46\pm5$,,--
6444896,K03138.01,Kepler-1649 b,CONFIRMED,3396,--,0.97,8.69,--,0,5,0,1,--,$> 47$,$-107\pm90$,,--
12206313,K02714.01,Kepler-401 b,CONFIRMED,6256,--,2.32,14.38,--,0,7,0,1,--,$> 50$,$52\pm3$,,--
12206313,K02714.02,Kepler-401 c,CONFIRMED,6256,--,2.83,47.32,--,0,7,0,1,--,$> 50$,$52\pm3$,,--
12206313,K02714.03,Kepler-401 d,CONFIRMED,6256,--,2.96,184.26,--,1,7,4,1,--,$> 50$,$52\pm3$,,--
6026924,K04276.01,Kepler-1580 b,CONFIRMED,6374,15.82,2.57,56.64,0,0,7,0,1,--,$> 51$,$45\pm4$,,--
7831264,K00171.01,Kepler-116 b,CONFIRMED,6452,8.83,3.18,5.97,0,0,2053,0,1,--,$> 56$,$40\pm3$,,--
7831264,K00171.02,Kepler-116 c,CONFIRMED,6452,8.83,2.23,13.07,0,0,2053,0,1,--,$> 56$,$40\pm3$,,--
11497958,K01422.03,Kepler-296 b,CONFIRMED,3526,--,1.14,10.86,--,0,134,0,1,--,$> 56$,$-8\pm57$,,--
11497958,K01422.01,Kepler-296 c,CONFIRMED,3526,--,1.38,5.84,--,0,134,0,1,--,$> 56$,$-8\pm57$,,--
11497958,K01422.02,Kepler-296 d,CONFIRMED,3526,--,1.52,19.85,--,0,134,0,1,--,$> 56$,$-8\pm57$,,--
11497958,K01422.05,Kepler-296 e,CONFIRMED,3526,--,1.06,34.14,--,0,134,0,1,--,$> 56$,$-8\pm57$,,--
9965439,K00722.01,Kepler-655 b,CONFIRMED,6380,--,2.60,46.41,--,0,1,0,1,--,$> 57$,$43\pm4$,,--
8845205,K00463.01,Kepler-560 b,CONFIRMED,3691,--,2.20,18.48,--,0,5,0,1,--,$> 59$,$-104\pm80$,,--
7350067,K06863.01,Kepler-1646 b,CONFIRMED,3482,3.45,1.84,4.49,0,0,1029,0,1,--,$> 60$,$22\pm20$,,--
11453592,K02705.01,Kepler-1319 b,CONFIRMED,3663,43.62,1.26,2.89,0,1,5,4,1,--,$> 61$,$26\pm20$,,--
6716545,K02906.01,Kepler-1383 b,CONFIRMED,6499,--,1.48,13.91,--,0,7,0,1,--,$> 61$,$35\pm4$,,--
7304449,K01702.01,Kepler-1650 b,CONFIRMED,3535,--,1.34,1.54,--,1,5,4,1,--,$> 62$,$13\pm33$,,--
9467404,K02717.01,Kepler-1323 b,CONFIRMED,6378,--,1.31,0.93,--,0,1,0,1,--,$> 62$,$42\pm1$,,--
10905746,K01725.01,Kepler-1651 b,CONFIRMED,3609,--,1.60,9.88,--,0,6,0,1,--,$> 62$,$23\pm24$,,--
11768142,K02626.01,Kepler-1652 b,CONFIRMED,3554,31.92,1.58,38.10,0,1,1,4,1,--,$> 62$,$15\pm32$,,--
5531953,K01681.02,Kepler-1984 b,CONFIRMED,3638,--,6.81,1.99,--,1,2,4,1,--,$> 63$,$15\pm38$,,--
3426367,K02662.01,Kepler-1308 b,CONFIRMED,3631,33.06,0.76,2.10,0,1,5,4,1,--,$> 64$,$16\pm34$,,--
8972058,K00159.02,Kepler-115 b,CONFIRMED,6204,13.83,0.99,2.40,0,1,2049,4,1,--,$> 64$,$51\pm4$,,--
8972058,K00159.01,Kepler-115 c,CONFIRMED,6204,13.83,2.45,8.99,0,0,2049,0,1,--,$> 64$,$51\pm4$,,--
7673192,K02722.03,Kepler-402 b,CONFIRMED,6248,9.10,1.11,4.03,0,0,1,0,1,--,$> 64$,$49\pm6$,,--
7673192,K02722.01,Kepler-402 c,CONFIRMED,6248,9.10,1.26,6.12,0,0,1,0,1,--,$> 64$,$49\pm6$,,--
7673192,K02722.04,Kepler-402 d,CONFIRMED,6248,9.10,1.17,8.92,0,0,1,0,1,--,$> 64$,$49\pm6$,,--
7673192,K02722.02,Kepler-402 e,CONFIRMED,6248,9.10,1.29,11.24,0,0,1,0,1,--,$> 64$,$49\pm6$,,--
9390653,K00249.01,Kepler-504 b,CONFIRMED,3690,--,1.77,9.55,--,0,5,0,1,--,$> 66$,$21\pm24$,,--
4913852,K00818.01,Kepler-691 b,CONFIRMED,3752,33.75,2.25,8.11,0,0,5,0,1,--,$> 66$,$-8\pm54$,,--
7907423,K00899.02,Kepler-249 b,CONFIRMED,3765,36.17,1.15,3.31,0,0,5,0,1,--,$> 67$,$-8\pm56$,,--
7907423,K00899.01,Kepler-249 c,CONFIRMED,3765,36.17,1.45,7.11,0,0,5,0,1,--,$> 67$,$-8\pm56$,,--
7907423,K00899.03,Kepler-249 d,CONFIRMED,3765,36.17,1.40,15.37,0,0,5,0,1,--,$> 67$,$-8\pm56$,,--
11348997,K02090.01,Kepler-1089 b,CONFIRMED,3738,36.17,1.67,5.13,0,0,1,0,1,--,$> 67$,$18\pm30$,,--
3447722,K01198.02,Kepler-275 b,CONFIRMED,6210,--,2.33,10.30,--,0,5,0,1,--,$> 67$,$43\pm39$,,--
3447722,K01198.01,Kepler-275 c,CONFIRMED,6210,--,3.63,16.09,--,0,5,0,1,--,$> 67$,$43\pm39$,,--
3447722,K01198.03,Kepler-275 d,CONFIRMED,6210,--,3.20,35.68,--,0,5,0,1,--,$> 67$,$43\pm39$,,--
11666881,K00167.01,Kepler-480 b,CONFIRMED,6358,--,2.96,4.92,--,0,5,0,1,--,$> 67$,$41\pm3$,,--
9388479,K00936.01,Kepler-732 b,CONFIRMED,3699,34.46,2.46,9.47,0,0,5,0,1,--,$> 67$,$19\pm24$,,--
9388479,K00936.02,Kepler-732 c,CONFIRMED,3699,34.46,1.42,0.89,0,0,5,0,1,--,$> 67$,$19\pm24$,,--
7870390,K00898.01,Kepler-83 b,CONFIRMED,4163,--,2.72,9.77,--,0,0,0,1,--,$> 67$,$45\pm21$,,--
7870390,K00898.03,Kepler-83 c,CONFIRMED,4163,--,2.36,20.09,--,1,0,4,1,--,$> 67$,$45\pm21$,,--
7870390,K00898.02,Kepler-83 d,CONFIRMED,4163,--,2.01,5.17,--,0,0,0,1,--,$> 67$,$45\pm21$,,--
5350244,K02555.01,Kepler-1276 b,CONFIRMED,6355,8.43,1.04,12.57,0,0,1,0,1,--,$> 68$,$41\pm4$,,--
3642289,K00301.01,Kepler-135 b,CONFIRMED,6195,--,2.02,6.00,--,1,516,4,1,--,$> 70$,$50\pm5$,,--
3642289,K00301.02,Kepler-135 c,CONFIRMED,6195,--,1.23,11.45,--,1,516,4,1,--,$> 70$,$50\pm5$,,--
8651389,K01754.01,Kepler-1768 b,CONFIRMED,6268,7.90,1.88,15.14,0,0,1,0,1,--,$> 71$,$46\pm3$,,--
6435936,K00854.01,Kepler-705 b,CONFIRMED,3686,19.93,2.23,56.06,0,0,5,0,1,--,$> 71$,$11\pm25$,,--
5080636,K01843.01,Kepler-974 b,CONFIRMED,3701,34.22,1.39,4.19,0,1,5,4,1,--,$> 71$,$12\pm26$,,--
1873513,K04928.01,Kepler-1624 b,CONFIRMED,3819,--,6.56,3.29,--,0,4,0,1,--,$> 73$,$16\pm30$,,--
6125481,K00659.01,Kepler-637 b,CONFIRMED,6258,7.54,2.27,23.21,0,0,2053,0,1,--,$> 73$,$46\pm4$,,--
9458613,K00707.05,Kepler-33 b,CONFIRMED,6183,--,1.79,5.67,--,0,518,0,1,--,$> 74$,$50\pm3$,,--
9458613,K00707.04,Kepler-33 c,CONFIRMED,6183,--,2.73,13.18,--,0,518,0,1,--,$> 74$,$50\pm3$,,--
9458613,K00707.01,Kepler-33 d,CONFIRMED,6183,--,4.59,21.78,--,0,518,0,1,--,$> 74$,$50\pm3$,,--
9458613,K00707.03,Kepler-33 e,CONFIRMED,6183,--,3.45,31.78,--,0,518,0,1,--,$> 74$,$50\pm3$,,--
9458613,K00707.02,Kepler-33 f,CONFIRMED,6183,--,3.80,41.03,--,0,518,0,1,--,$> 74$,$50\pm3$,,--
12600735,K00548.01,Kepler-596 b,CONFIRMED,6173,--,3.35,21.30,--,0,512,0,1,--,$> 75$,$50\pm3$,,--
4741126,K01534.01,Kepler-887 b,CONFIRMED,6369,--,1.91,20.42,--,0,5,0,1,--,$> 75$,$39\pm4$,,--
4741126,K01534.02,Kepler-887 c,CONFIRMED,6369,--,1.17,7.64,--,0,5,0,1,--,$> 75$,$39\pm4$,,--
11187837,K00252.01,Kepler-1663 b,CONFIRMED,3990,--,3.01,17.60,--,0,8,0,1,--,$> 76$,$26\pm24$,,--
10990886,K00478.01,Kepler-568 b,CONFIRMED,3750,34.22,2.30,11.02,0,0,5,0,1,--,$> 78$,$5\pm22$,,--
7040629,K00671.01,Kepler-208 b,CONFIRMED,6309,--,1.54,4.23,--,0,1,0,1,--,$> 80$,$41\pm4$,,--
7040629,K00671.02,Kepler-208 c,CONFIRMED,6309,--,1.38,7.47,--,0,1,0,1,--,$> 80$,$41\pm4$,,--
7040629,K00671.04,Kepler-208 d,CONFIRMED,6309,--,1.22,11.13,--,0,1,0,1,--,$> 80$,$41\pm4$,,--
7040629,K00671.03,Kepler-208 e,CONFIRMED,6309,--,1.43,16.26,--,0,1,0,1,--,$> 80$,$41\pm4$,,--
8193178,K00572.02,Kepler-187 b,CONFIRMED,6231,--,1.78,4.94,--,0,7,0,1,--,$> 81$,$45\pm4$,,--
8193178,K00572.01,Kepler-187 c,CONFIRMED,6231,--,3.42,10.64,--,0,7,0,1,--,$> 81$,$45\pm4$,,--
9070666,K03008.01,Kepler-1408 b,CONFIRMED,6335,--,1.15,3.00,--,0,7,0,1,--,$> 84$,$38\pm3$,,--
5511081,K01930.01,Kepler-338 b,CONFIRMED,6270,--,2.54,13.73,--,0,7,0,1,--,$> 84$,$42\pm1$,,--
5511081,K01930.02,Kepler-338 c,CONFIRMED,6270,--,2.43,24.31,--,0,7,0,1,--,$> 84$,$42\pm1$,,--
5511081,K01930.03,Kepler-338 d,CONFIRMED,6270,--,2.77,44.43,--,0,7,0,1,--,$> 84$,$42\pm1$,,--
5511081,K01930.04,Kepler-338 e,CONFIRMED,6270,--,1.62,9.34,--,0,7,0,1,--,$> 84$,$42\pm1$,,--
5364071,K00248.01,Kepler-49 b,CONFIRMED,4096,--,2.60,7.20,--,0,0,0,1,--,$> 84$,$27\pm24$,,--
5364071,K00248.02,Kepler-49 c,CONFIRMED,4096,--,2.32,10.91,--,0,0,0,1,--,$> 84$,$27\pm24$,,--
5364071,K00248.03,Kepler-49 d,CONFIRMED,4096,--,1.81,2.58,--,0,0,0,1,--,$> 84$,$27\pm24$,,--
5364071,K00248.04,Kepler-49 e,CONFIRMED,4096,--,1.77,18.60,--,0,0,0,1,--,$> 84$,$27\pm24$,,--
9892816,K01955.01,Kepler-342 b,CONFIRMED,6443,7.25,2.07,15.17,0,1,2053,4,1,--,$> 88$,$30\pm4$,,--
9892816,K01955.04,Kepler-342 c,CONFIRMED,6443,7.25,1.85,26.23,0,1,2053,4,1,--,$> 88$,$30\pm4$,,--
9892816,K01955.02,Kepler-342 d,CONFIRMED,6443,7.25,2.78,39.46,0,1,2053,4,1,--,$> 88$,$30\pm4$,,--
9892816,K01955.03,Kepler-342 e,CONFIRMED,6443,7.25,0.96,1.64,0,1,2053,4,1,--,$> 88$,$30\pm4$,,--
11457726,K02047.01,Kepler-1070 b,CONFIRMED,6265,10.92,1.55,6.22,0,1,2049,4,1,--,$> 89$,$42\pm5$,,--
9480535,K03901.01,Kepler-1527 b,CONFIRMED,6106,--,5.82,160.13,--,0,514,0,1,--,$> 89$,$51\pm5$,,--
9450647,K00110.01,Kepler-465 b,CONFIRMED,6415,8.30,2.83,9.94,0,0,2053,0,1,--,$> 90$,$32\pm2$,,--
7259298,K02561.01,Kepler-1278 b,CONFIRMED,6113,--,1.24,3.24,--,0,516,0,1,--,$> 92$,$50\pm4$,,--
8077137,K00274.01,Kepler-128 b,CONFIRMED,6411,13.07,1.49,15.09,0,0,2055,0,1,--,$> 92$,$32\pm1$,,--
12454461,K02463.01,Kepler-1248 b,CONFIRMED,6161,--,1.04,7.47,--,0,130,0,1,--,$> 93$,$47\pm4$,,--
10253547,K02153.02,Kepler-364 b,CONFIRMED,6308,--,1.57,25.75,--,0,5,0,1,--,$> 93$,$38\pm3$,,--
