kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,gyro_+2sigma,gyro_-2sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
7610663,K04160.01,Kepler-1560 b,CONFIRMED,5536,90,2020AJ....159..280B,10.32,0.10,2021ApJS..255...17S,22,5,896,83,78,179,153,,,,0.87,2022AJ....163..179P,3.03,0,0,1,$896^{+83}_{-78}$,$> 579$,Yes
10024701,K02002.01,Kepler-1046 b,CONFIRMED,5611,105,2020AJ....159..280B,10.16,0.10,2021ApJS..255...17S,62,2,896,104,85,302,163,1490,1780,804,2.05,10.26133/NEA4,14.38,640,4,1,$896^{+104}_{-85}$,$1490^{+1780}_{-804}$,Yes
6921944,K02114.01,Kepler-1105 b,CONFIRMED,4167,78,2020AJ....159..280B,13.33,0.13,2019ApJS..244...21S,5,12,928,329,329,601,540,,,,1.61,2022AJ....163..179P,4.42,0,4,1,$928^{+329}_{-329}$,$> 128$,Yes
10407482,K04255.01,Kepler-1577 b,CONFIRMED,4724,85,2020AJ....159..280B,11.45,0.11,2021ApJS..255...17S,30,14,929,198,235,341,396,,,,0.95,2022AJ....163..179P,6.31,0,0,1,$929^{+198}_{-235}$,$> 154$,Yes
4472818,K03878.01,Kepler-1524 b,CONFIRMED,5698,93,2020AJ....159..280B,10.10,0.10,2021ApJS..255...17S,47,2,934,151,101,522,185,3058,3359,1741,2.68,2022AJ....163..179P,70.97,0,0,1,$934^{+151}_{-101}$,$3058^{+3359}_{-1741}$,Maybe
8507475,K04300.01,Kepler-1585 b,CONFIRMED,5260,105,2020AJ....159..280B,10.68,0.11,2021ApJS..255...17S,,,942,89,93,178,193,,,,1.36,2020AJ....160..108B,3.58,0,0,0,$942^{+89}_{-93}$,--,--
3745559,K03423.01,Kepler-1920 b,CONFIRMED,5884,107,2020AJ....159..280B,8.43,0.08,2021ApJS..255...17S,,,945,606,222,1496,330,,,,2.54,2020AJ....160..108B,30.25,0,0,0,$945^{+606}_{-222}$,--,--
8591173,K02181.01,Kepler-1804 b,CONFIRMED,4861,86,2020AJ....159..280B,11.13,0.11,2021ApJS..255...17S,,,945,158,203,283,367,,,,1.43,2020AJ....160..108B,12.29,0,0,0,$945^{+158}_{-203}$,--,--
6200235,K02350.01,Kepler-1205 b,CONFIRMED,5098,92,2020AJ....159..280B,10.75,0.11,2021ApJS..255...17S,,,947,106,124,206,261,,,,1.54,2020AJ....160..108B,1.08,0,4,0,$947^{+106}_{-124}$,--,--
8459663,K04356.01,Kepler-1593 b,CONFIRMED,4577,85,2020AJ....159..280B,12.02,0.12,2019ApJS..244...21S,-8,38,956,231,268,389,434,,,,2.63,2022AJ....163..179P,174.51,0,0,1,$956^{+231}_{-268}$,$> 172$,Yes
6263593,K03049.01,Kepler-1418 b,CONFIRMED,4563,137,2019ApJS..244...21S,12.10,0.12,2019ApJS..244...21S,0,12,961,242,291,400,482,,,,1.21,10.26133/NEA4,22.48,128,0,1,$961^{+242}_{-291}$,$> 210$,Yes
10002866,K00723.01,Kepler-222 b,CONFIRMED,5169,92,2020AJ....159..280B,10.90,0.11,2021ApJS..255...17S,7,15,982,95,104,189,221,,,,3.3,2020AJ....160..108B,3.94,0,4,1,$982^{+95}_{-104}$,$> 478$,Yes
10002866,K00723.03,Kepler-222 c,CONFIRMED,5169,92,2020AJ....159..280B,10.90,0.11,2021ApJS..255...17S,7,15,982,95,104,189,221,,,,4.63,2020AJ....160..108B,10.09,0,4,1,$982^{+95}_{-104}$,$> 478$,Yes
10002866,K00723.02,Kepler-222 d,CONFIRMED,5169,92,2020AJ....159..280B,10.90,0.11,2021ApJS..255...17S,7,15,982,95,104,189,221,,,,3.57,2020AJ....160..108B,28.08,0,0,1,$982^{+95}_{-104}$,$> 478$,Yes
3657758,K02034.01,Kepler-1065 b,CONFIRMED,5709,114,2020AJ....159..280B,10.32,0.10,2021ApJS..255...17S,,,995,247,121,922,212,,,,3.62,2020AJ....160..108B,3.61,0,0,0,$995^{+247}_{-121}$,--,--
10714072,K04024.01,Kepler-1541 b,CONFIRMED,5159,98,2020AJ....159..280B,10.98,0.11,2021ApJS..255...17S,7,12,996,95,105,191,227,,,,1.07,2022AJ....163..179P,8.41,0,0,1,$996^{+95}_{-105}$,$> 495$,Yes
7779077,K01842.01,Kepler-1770 b,CONFIRMED,5489,99,2020AJ....159..280B,11.06,0.11,2021ApJS..255...17S,,,1003,86,81,190,160,,,,2.58,2020AJ....160..108B,16.84,1024,0,0,$1003^{+86}_{-81}$,--,--
8331612,K03318.01,Kepler-1915 b,CONFIRMED,5916,138,2020AJ....159..280B,8.08,0.08,2021ApJS..255...17S,,,1020,835,322,1658,442,,,,3.83,2020AJ....160..108B,13.84,0,4,0,$1020^{+835}_{-322}$,--,--
11455428,K03365.01,Kepler-1480 b,CONFIRMED,4973,88,2020AJ....159..280B,11.21,0.11,2021ApJS..255...17S,,,1021,119,158,226,337,,,,2.08,2020AJ....160..108B,22.13,0,4,0,$1021^{+119}_{-158}$,--,--
3734418,K02261.01,Kepler-1164 b,CONFIRMED,5056,140,2020AJ....159..280B,11.21,0.11,2019ApJS..244...21S,31,8,1026,109,141,213,339,,,,1.08,2022AJ....163..179P,3.98,0,0,1,$1026^{+109}_{-141}$,$> 233$,Yes
6975129,K01628.02,Kepler-312 b,CONFIRMED,6325,139,2020AJ....159..280B,5.64,0.06,2021ApJS..255...17S,71,5,,,,,,1028,1830,723,1.52,2022AJ....163..179P,1.77,7,0,1,--,$1028^{+1830}_{-723}$,--
6975129,K01628.01,Kepler-312 c,CONFIRMED,6325,139,2020AJ....159..280B,5.64,0.06,2021ApJS..255...17S,71,5,,,,,,1028,1830,723,3.73,2022AJ....163..179P,19.75,7,0,1,--,$1028^{+1830}_{-723}$,--
6697605,K02851.01,Kepler-1985 b,CONFIRMED,5370,75,2021ApJS..255...17S,11.29,0.11,2021ApJS..255...17S,,,1034,83,81,171,162,,,,2.27,10.26133/NEA4,3.42,512,4,0,$1034^{+83}_{-81}$,--,--
9763612,K03465.01,Kepler-1507 b,CONFIRMED,5224,89,2020AJ....159..280B,11.21,0.11,2021ApJS..255...17S,1,7,1035,88,91,180,189,,,,0.78,2020AJ....160..108B,16.05,0,0,1,$1035^{+88}_{-91}$,$> 641$,Yes
11572193,K03109.01,Kepler-1428 b,CONFIRMED,6095,114,2020AJ....159..280B,5.89,0.06,2018MNRAS.474.2094A,-8,7,1039,755,434,1494,604,,,,3.08,2022AJ....163..179P,10.68,4614,0,1,$1039^{+755}_{-434}$,$> 442$,Yes
7765528,K01840.01,Kepler-972 b,CONFIRMED,6175,122,2020AJ....159..280B,5.52,0.06,2021ApJS..255...17S,72,8,1066,710,440,1446,638,1231,2152,831,4.25,2020AJ....160..108B,7.04,0,4,1,$1066^{+710}_{-440}$,$1231^{+2152}_{-831}$,Yes
4173026,K02172.01,Kepler-1801 b,CONFIRMED,5420,97,2020AJ....159..280B,11.53,0.12,2021ApJS..255...17S,,,1071,86,81,183,162,,,,2.9,2020AJ....160..108B,10.44,0,4,0,$1071^{+86}_{-81}$,--,--
4173026,K02172.02,Kepler-1801 c,CONFIRMED,5420,97,2020AJ....159..280B,11.53,0.12,2021ApJS..255...17S,,,1071,86,81,183,162,,,,2.47,2020AJ....160..108B,116.58,0,0,0,$1071^{+86}_{-81}$,--,--
8884274,K02868.01,Kepler-1374 b,CONFIRMED,5282,98,2020AJ....159..280B,11.59,0.12,2021ApJS..255...17S,,,1090,86,85,179,172,,,,2.14,2020AJ....160..108B,10.65,0,0,0,$1090^{+86}_{-85}$,--,--
7427764,K04364.01,Kepler-1595 b,CONFIRMED,5200,98,2020AJ....159..280B,11.53,0.12,2021ApJS..255...17S,,,1090,89,90,184,188,,,,1.15,2020AJ....160..108B,4.56,0,0,0,$1090^{+89}_{-90}$,--,--
6041734,K02167.01,Kepler-1129 b,CONFIRMED,5742,96,2020AJ....159..280B,10.66,0.11,2013ApJ...775L..11M,32,8,1091,279,141,908,242,,,,3.34,2020AJ....160..108B,24.34,4096,4,1,$1091^{+279}_{-141}$,$> 418$,Yes
6041734,K02167.03,Kepler-1129 c,CONFIRMED,5742,96,2020AJ....159..280B,10.66,0.11,2013ApJ...775L..11M,32,8,1091,279,141,908,242,,,,2.45,2020AJ....160..108B,76.54,4096,0,1,$1091^{+279}_{-141}$,$> 418$,Yes
5088400,K04127.01,Kepler-1556 b,CONFIRMED,5424,95,2020AJ....159..280B,11.85,0.12,2021ApJS..255...17S,,,1120,88,82,192,163,,,,1.67,2020AJ....160..108B,8.83,0,0,0,$1120^{+88}_{-82}$,--,--
8750043,K02017.01,Kepler-1055 b,CONFIRMED,5538,90,2020AJ....159..280B,11.77,0.12,2021ApJS..255...17S,17,5,1123,103,88,254,170,,,,1.15,2022AJ....163..179P,2.3,0,0,1,$1123^{+103}_{-88}$,$> 656$,Yes
10153855,K01981.01,Kepler-1037 b,CONFIRMED,5050,85,2020AJ....159..280B,11.77,0.12,2021ApJS..255...17S,,,1147,95,101,194,230,,,,1.27,2020AJ....160..108B,1.06,0,0,0,$1147^{+95}_{-101}$,--,--
11410904,K02171.01,Kepler-1131 b,CONFIRMED,5728,94,2020AJ....159..280B,11.06,0.11,2021ApJS..255...17S,,,1148,271,141,857,245,,,,1.47,2020AJ....160..108B,3.53,0,0,0,$1148^{+271}_{-141}$,--,--
5184911,K02719.01,Kepler-1324 b,CONFIRMED,4601,82,2020AJ....159..280B,12.53,0.13,2019ApJS..244...21S,16,15,1165,165,307,298,545,,,,1.4,2022AJ....163..179P,4.12,0,4,1,$1165^{+165}_{-307}$,$> 180$,Yes
4725681,K00817.02,Kepler-236 b,CONFIRMED,3937,78,2020AJ....159..280B,15.32,0.17,2019ApJS..244...21S,17,16,1174,463,467,900,703,,,,1.76,2022AJ....163..179P,8.3,0,4,1,$1174^{+463}_{-467}$,$> 84$,Yes
4725681,K00817.01,Kepler-236 c,CONFIRMED,3937,78,2020AJ....159..280B,15.32,0.17,2019ApJS..244...21S,17,16,1174,463,467,900,703,,,,2.08,2022AJ....163..179P,23.97,0,0,1,$1174^{+463}_{-467}$,$> 84$,Yes
6305192,K00219.01,Kepler-494 b,CONFIRMED,5958,222,2020AJ....159..280B,9.04,0.09,SantosPrivComm,72,5,1345,978,523,1640,676,1177,1618,719,7.79,10.26133/NEA4,8.03,646,0,1,$1345^{+978}_{-523}$,$1177^{+1618}_{-719}$,Yes
5953297,K02733.01,Kepler-1688 b,CONFIRMED,4762,123,2020AJ....159..280B,12.27,0.12,2019ApJS..244...21S,15,10,1192,129,236,245,534,,,,1.45,10.26133/NEA4,5.62,640,4,1,$1192^{+129}_{-236}$,$> 228$,Yes
5794240,K00254.01,Kepler-45 b,CONFIRMED,3896,84,2020AJ....159..280B,15.64,0.18,2019ApJS..244...21S,18,30,1197,481,473,942,704,,,,11.49,2022AJ....163..179P,2.46,0,0,1,$1197^{+481}_{-473}$,$> 76$,Yes
5812960,K00507.01,Kepler-582 b,CONFIRMED,5242,98,2020AJ....159..280B,12.27,0.12,2021ApJS..255...17S,,,1201,89,84,188,168,,,,2.99,2020AJ....160..108B,18.49,0,0,0,$1201^{+89}_{-84}$,--,--
8229458,K02238.01,Kepler-1152 b,CONFIRMED,4029,76,2020AJ....159..280B,14.79,0.15,2019ApJS..244...21S,13,21,1202,403,482,773,732,,,,1.03,2022AJ....163..179P,1.65,0,0,1,$1202^{+403}_{-482}$,$> 95$,Yes
1718958,K04053.01,Kepler-1934 b,CONFIRMED,6284,103,2020AJ....159..280B,9.35,0.09,2021ApJS..255...17S,68,3,,,,,,1217,2053,835,0.76,2022AJ....163..179P,1.42,1,0,1,--,$1217^{+2053}_{-835}$,--
2302548,K00988.01,Kepler-261 b,CONFIRMED,4913,77,2020AJ....159..280B,12.18,0.12,2019ApJS..244...21S,4,8,1225,100,108,203,273,,,,2.09,2022AJ....163..179P,10.38,0,0,1,$1225^{+100}_{-108}$,$> 378$,Yes
2302548,K00988.02,Kepler-261 c,CONFIRMED,4913,77,2020AJ....159..280B,12.18,0.12,2019ApJS..244...21S,4,8,1225,100,108,203,273,,,,2.04,2022AJ....163..179P,24.57,0,4,1,$1225^{+100}_{-108}$,$> 378$,Yes
4476123,K00814.01,Kepler-689 b,CONFIRMED,5328,109,2020AJ....159..280B,12.52,0.13,2021ApJS..255...17S,,,1229,92,84,199,165,,,,3.04,2020AJ....160..108B,22.37,512,0,0,$1229^{+92}_{-84}$,--,--
5369827,K02690.01,Kepler-1870 b,CONFIRMED,5395,104,2020AJ....159..280B,12.57,0.13,2018MNRAS.474.2094A,7,8,1233,95,85,214,166,,,,1.78,2022AJ....163..179P,3.61,4096,4,1,$1233^{+95}_{-85}$,$> 687$,Yes
8039892,K00903.01,Kepler-719 b,CONFIRMED,5930,119,2020AJ....159..280B,8.91,0.09,2021ApJS..255...17S,,,1235,786,379,1536,538,,,,12.88,2020AJ....160..108B,5.01,770,0,0,$1235^{+786}_{-379}$,--,--
10619192,K00203.01,Kepler-17 b,CONFIRMED,5661,88,2020AJ....159..280B,12.02,0.12,2021ApJS..255...17S,6,4,1246,200,123,613,222,,,,14.48,10.26133/NEA4,1.49,0,0,1,$1246^{+200}_{-123}$,$> 831$,Yes
11618601,K03022.01,Kepler-1894 b,CONFIRMED,5335,95,2020AJ....159..280B,12.70,0.13,2021ApJS..255...17S,,,1254,93,84,202,164,,,,1.16,2020AJ....160..108B,2.76,0,0,0,$1254^{+93}_{-84}$,--,--
11618601,K03022.02,Kepler-1894 c,CONFIRMED,5335,95,2020AJ....159..280B,12.70,0.13,2021ApJS..255...17S,,,1254,93,84,202,164,,,,1.12,2020AJ....160..108B,5.05,0,0,0,$1254^{+93}_{-84}$,--,--
10662202,K00750.01,Kepler-662 b,CONFIRMED,5048,80,2020AJ....159..280B,12.44,0.12,2019ApJS..244...21S,12,23,1259,92,89,192,182,,,,2.95,10.26133/NEA4,21.68,1664,4,1,$1259^{+92}_{-89}$,$> 319$,Yes
9597058,K01819.01,Kepler-962 b,CONFIRMED,5270,91,2020AJ....159..280B,12.70,0.13,2021ApJS..255...17S,8,6,1261,91,84,196,165,,,,1.83,2022AJ....163..179P,12.06,0,0,1,$1261^{+91}_{-84}$,$> 620$,Yes
8379705,K02507.01,Kepler-1847 b,CONFIRMED,5794,118,2020AJ....159..280B,10.89,0.11,2021ApJS..255...17S,,,1265,539,232,1298,359,,,,2.18,2020AJ....160..108B,11.13,0,0,0,$1265^{+539}_{-232}$,--,--
11193263,K01438.01,Kepler-848 b,CONFIRMED,5670,118,2020AJ....159..280B,12.03,0.12,2018MNRAS.474.2094A,60,4,1275,303,144,926,247,1744,2215,976,2.88,2022AJ....163..179P,6.91,4614,0,1,$1275^{+303}_{-144}$,$1744^{+2215}_{-976}$,Yes
4917596,K01973.01,Kepler-1032 b,CONFIRMED,4615,92,2020AJ....159..280B,12.88,0.13,2019ApJS..244...21S,47,17,1283,131,214,255,581,,,,1.49,10.26133/NEA4,3.29,128,0,1,$1283^{+131}_{-214}$,$> 97$,Yes
10982872,K00343.02,Kepler-142 b,CONFIRMED,5894,107,2020AJ....159..280B,9.72,0.10,2021AJ....161..265D,7,8,1284,676,327,1420,486,,,,1.73,2022AJ....163..179P,2.02,4096,0,1,$1284^{+676}_{-327}$,$> 656$,Yes
10982872,K00343.01,Kepler-142 c,CONFIRMED,5894,107,2020AJ....159..280B,9.72,0.10,2021AJ....161..265D,7,8,1284,676,327,1420,486,,,,2.48,2022AJ....163..179P,4.76,4096,0,1,$1284^{+676}_{-327}$,$> 656$,Yes
10982872,K00343.03,Kepler-142 d,CONFIRMED,5894,107,2020AJ....159..280B,9.72,0.10,2021AJ....161..265D,7,8,1284,676,327,1420,486,,,,1.55,2022AJ....163..179P,41.81,4096,0,1,$1284^{+676}_{-327}$,$> 656$,Yes
11253827,K02672.02,Kepler-396 b,CONFIRMED,5431,88,2020AJ....159..280B,13.06,0.13,2021ApJS..255...17S,10,6,1308,105,89,244,171,,,,3.01,2022AJ....163..179P,42.99,0,0,1,$1308^{+105}_{-89}$,$> 701$,Yes
11253827,K02672.01,Kepler-396 c,CONFIRMED,5431,88,2020AJ....159..280B,13.06,0.13,2021ApJS..255...17S,10,6,1308,105,89,244,171,,,,4.51,2022AJ....163..179P,88.51,0,0,1,$1308^{+105}_{-89}$,$> 701$,Yes
6365156,K00662.01,Kepler-639 b,CONFIRMED,6088,112,2020AJ....159..280B,nan,nan,,68,3,,,,,,1332,1976,842,2.82,2022AJ....163..179P,10.21,518,0,1,--,$1332^{+1976}_{-842}$,No
9412760,K01977.02,Kepler-345 b,CONFIRMED,4722,118,2020AJ....159..280B,12.97,0.13,2019ApJS..244...21S,7,8,1339,109,128,222,463,,,,0.79,10.26133/NEA4,7.42,640,0,1,$1339^{+109}_{-128}$,$> 252$,Yes
9412760,K01977.01,Kepler-345 c,CONFIRMED,4722,118,2020AJ....159..280B,12.97,0.13,2019ApJS..244...21S,7,8,1339,109,128,222,463,,,,1.69,10.26133/NEA4,9.39,640,4,1,$1339^{+109}_{-128}$,$> 252$,Yes
4644952,K01805.03,Kepler-319 b,CONFIRMED,5242,102,2020AJ....159..280B,13.22,0.13,2021ApJS..255...17S,8,5,1342,95,86,207,167,,,,1.57,2022AJ....163..179P,4.36,0,0,1,$1342^{+95}_{-86}$,$> 599$,Yes
4644952,K01805.01,Kepler-319 c,CONFIRMED,5242,102,2020AJ....159..280B,13.22,0.13,2021ApJS..255...17S,8,5,1342,95,86,207,167,,,,2.45,2022AJ....163..179P,6.94,0,4,1,$1342^{+95}_{-86}$,$> 599$,Yes
4644952,K01805.02,Kepler-319 d,CONFIRMED,5242,102,2020AJ....159..280B,13.22,0.13,2021ApJS..255...17S,8,5,1342,95,86,207,167,,,,2.03,2022AJ....163..179P,31.78,0,0,1,$1342^{+95}_{-86}$,$> 599$,Yes
8360640,K02982.01,Kepler-1891 b,CONFIRMED,5404,87,2020AJ....159..280B,13.31,0.13,2021ApJS..255...17S,,,1345,105,90,243,171,,,,1.47,2020AJ....160..108B,4.02,0,0,0,$1345^{+105}_{-90}$,--,--
11923284,K02026.01,Kepler-1061 b,CONFIRMED,5970,109,2020AJ....159..280B,9.55,0.10,2021ApJS..255...17S,69,4,1553,760,482,1389,712,1347,1851,817,1.45,2022AJ....163..179P,2.76,0,4,1,$1553^{+760}_{-482}$,$1347^{+1851}_{-817}$,Yes
8410727,K01148.01,Kepler-270 b,CONFIRMED,6221,112,2020AJ....159..280B,nan,nan,,67,3,,,,,,1347,2113,904,1.68,2022AJ....163..179P,11.48,1,0,1,--,$1347^{+2113}_{-904}$,--
8410727,K01148.02,Kepler-270 c,CONFIRMED,6221,112,2020AJ....159..280B,nan,nan,,67,3,,,,,,1347,2113,904,1.38,2022AJ....163..179P,25.26,1,0,1,--,$1347^{+2113}_{-904}$,--
8426567,K01914.01,Kepler-1013 b,CONFIRMED,4869,88,2020AJ....159..280B,12.97,0.13,2021ApJS..255...17S,,,1358,96,93,200,194,,,,2.0,2020AJ....160..108B,18.93,0,0,0,$1358^{+96}_{-93}$,--,--
5966154,K00655.01,Kepler-201 b,CONFIRMED,6235,120,2020AJ....159..280B,nan,nan,,67,5,,,,,,1362,2217,929,2.47,2022AJ....163..179P,25.67,5,4,1,--,$1362^{+2217}_{-929}$,--
5966154,K00655.02,Kepler-201 c,CONFIRMED,6235,120,2020AJ....159..280B,nan,nan,,67,5,,,,,,1362,2217,929,2.39,2022AJ....163..179P,151.89,5,0,1,--,$1362^{+2217}_{-929}$,--
10000941,K04146.01,Kepler-1558 b,CONFIRMED,4872,75,2020AJ....159..280B,13.06,0.13,2019ApJS..244...21S,36,6,1373,95,92,199,187,,,,0.7,2022AJ....163..179P,3.5,0,0,1,$1373^{+95}_{-92}$,$> 142$,Yes
8150320,K00904.02,Kepler-55 b,CONFIRMED,4454,79,2020AJ....159..280B,13.61,0.14,2019ApJS..244...21S,1,28,1375,143,190,291,619,,,,2.08,2022AJ....163..179P,27.95,0,0,1,$1375^{+143}_{-190}$,$> 161$,Yes
8150320,K00904.03,Kepler-55 c,CONFIRMED,4454,79,2020AJ....159..280B,13.61,0.14,2019ApJS..244...21S,1,28,1375,143,190,291,619,,,,2.02,2022AJ....163..179P,42.14,0,0,1,$1375^{+143}_{-190}$,$> 161$,Yes
8150320,K00904.01,Kepler-55 d,CONFIRMED,4454,79,2020AJ....159..280B,13.61,0.14,2019ApJS..244...21S,1,28,1375,143,190,291,619,,,,1.83,2022AJ....163..179P,2.21,0,0,1,$1375^{+143}_{-190}$,$> 161$,Yes
8150320,K00904.04,Kepler-55 e,CONFIRMED,4454,79,2020AJ....159..280B,13.61,0.14,2019ApJS..244...21S,1,28,1375,143,190,291,619,,,,1.63,2022AJ....163..179P,4.62,0,0,1,$1375^{+143}_{-190}$,$> 161$,Yes
8150320,K00904.05,Kepler-55 f,CONFIRMED,4454,79,2020AJ....159..280B,13.61,0.14,2019ApJS..244...21S,1,28,1375,143,190,291,619,,,,1.71,2022AJ....163..179P,10.2,0,0,1,$1375^{+143}_{-190}$,$> 161$,Yes
1996180,K02534.01,Kepler-1271 b,CONFIRMED,6104,113,2020AJ....159..280B,6.88,0.07,2021ApJS..255...17S,46,2,1375,771,560,1372,800,,,,1.33,2022AJ....163..179P,3.03,0,4,1,$1375^{+771}_{-560}$,$> 120$,Yes
12405333,K03009.01,Kepler-1409 b,CONFIRMED,5088,88,2020AJ....159..280B,13.43,0.13,2021ApJS..255...17S,15,12,1397,94,86,202,168,,,,0.95,2020AJ....160..108B,0.76,0,0,1,$1397^{+94}_{-86}$,$> 378$,Yes
10653179,K03280.01,Kepler-1453 b,CONFIRMED,5546,95,2020AJ....159..280B,13.52,0.14,2021ApJS..255...17S,,,1427,166,115,463,208,,,,2.37,2020AJ....160..108B,47.16,0,0,0,$1427^{+166}_{-115}$,--,--
9836149,K01958.01,Kepler-66 b,CONFIRMED,5898,106,2020AJ....159..280B,10.25,0.10,2021ApJS..255...17S,30,20,1431,675,364,1369,544,,,,3.45,2020AJ....160..108B,17.82,0,4,1,$1431^{+675}_{-364}$,$> 289$,Yes
6471021,K00372.01,Kepler-539 b,CONFIRMED,5781,122,2020AJ....159..280B,11.77,0.12,2021ApJS..255...17S,53,1,1432,548,258,1255,396,2554,2991,1491,8.25,2020AJ....160..108B,125.63,0,0,1,$1432^{+548}_{-258}$,$2554^{+2991}_{-1491}$,Yes
11601584,K01831.02,Kepler-324 b,CONFIRMED,5275,90,2020AJ....159..280B,13.89,0.14,2018MNRAS.474.2094A,9,6,1433,103,90,229,171,,,,1.18,2022AJ....163..179P,4.39,4104,0,1,$1433^{+103}_{-90}$,$> 620$,Yes
11601584,K01831.01,Kepler-324 c,CONFIRMED,5275,90,2020AJ....159..280B,13.89,0.14,2018MNRAS.474.2094A,9,6,1433,103,90,229,171,,,,3.54,2022AJ....163..179P,51.81,4104,0,1,$1433^{+103}_{-90}$,$> 620$,Yes
11601584,K01831.03,Kepler-324 d,CONFIRMED,5275,90,2020AJ....159..280B,13.89,0.14,2018MNRAS.474.2094A,9,6,1433,103,90,229,171,,,,1.13,2020AJ....160..108B,34.21,4104,0,1,$1433^{+103}_{-90}$,$> 620$,Yes
11601584,K01831.04,Kepler-324 e,CONFIRMED,5275,90,2020AJ....159..280B,13.89,0.14,2018MNRAS.474.2094A,9,6,1433,103,90,229,171,,,,1.6,2022AJ....163..179P,13.98,4104,4,1,$1433^{+103}_{-90}$,$> 620$,Yes
7908367,K06166.01,Kepler-1642 b,CONFIRMED,5118,99,2020AJ....159..280B,13.80,0.14,2021ApJS..255...17S,-8,15,1442,97,88,210,169,,,,2.85,2022AJ....163..179P,12.21,0,0,1,$1442^{+97}_{-88}$,$> 535$,Yes
7908367,K06166.02,Kepler-1642 c,CONFIRMED,5118,99,2020AJ....159..280B,13.80,0.14,2021ApJS..255...17S,-8,15,1442,97,88,210,169,,,,2.52,2022AJ....163..179P,6.65,0,0,1,$1442^{+97}_{-88}$,$> 535$,Yes
5444548,K00409.01,Kepler-545 b,CONFIRMED,5478,107,2020AJ....159..280B,13.81,0.14,2018MNRAS.474.2094A,4,10,1446,145,106,398,195,,,,2.68,2022AJ....163..179P,13.25,4608,0,1,$1446^{+145}_{-106}$,$> 734$,Yes
7509886,K00678.02,Kepler-211 b,CONFIRMED,4955,76,2020AJ....159..280B,13.71,0.14,2021ApJS..255...17S,4,5,1456,95,87,202,170,,,,1.22,2022AJ....163..179P,4.14,0,0,1,$1456^{+95}_{-87}$,$> 418$,Yes
7509886,K00678.01,Kepler-211 c,CONFIRMED,4955,76,2020AJ....159..280B,13.71,0.14,2021ApJS..255...17S,4,5,1456,95,87,202,170,,,,1.18,2022AJ....163..179P,6.04,0,0,1,$1456^{+95}_{-87}$,$> 418$,Yes
11709244,K01832.01,Kepler-325 b,CONFIRMED,5367,95,2020AJ....159..280B,14.09,0.14,2021ApJS..255...17S,20,18,1462,115,95,270,179,,,,2.7,2020AJ....160..108B,4.54,0,0,1,$1462^{+115}_{-95}$,$> 437$,Yes
11709244,K01832.02,Kepler-325 c,CONFIRMED,5367,95,2020AJ....159..280B,14.09,0.14,2021ApJS..255...17S,20,18,1462,115,95,270,179,,,,2.85,2020AJ....160..108B,12.76,0,4,1,$1462^{+115}_{-95}$,$> 437$,Yes
11709244,K01832.03,Kepler-325 d,CONFIRMED,5367,95,2020AJ....159..280B,14.09,0.14,2021ApJS..255...17S,20,18,1462,115,95,270,179,,,,2.36,2020AJ....160..108B,38.71,0,0,1,$1462^{+115}_{-95}$,$> 437$,Yes
9411412,K02101.01,Kepler-1096 b,CONFIRMED,4406,78,2020AJ....159..280B,14.10,0.14,2019ApJS..244...21S,11,20,1469,143,151,305,468,,,,1.32,2022AJ....163..179P,2.89,0,4,1,$1469^{+143}_{-151}$,$> 155$,Yes
5371776,K01557.01,Kepler-304 b,CONFIRMED,4596,76,2020AJ....159..280B,13.90,0.14,2019ApJS..244...21S,13,21,1484,110,107,234,224,,,,2.74,2022AJ....163..179P,3.3,0,0,1,$1484^{+110}_{-107}$,$> 180$,Yes
5371776,K01557.03,Kepler-304 c,CONFIRMED,4596,76,2020AJ....159..280B,13.90,0.14,2019ApJS..244...21S,13,21,1484,110,107,234,224,,,,2.05,2022AJ....163..179P,5.32,0,0,1,$1484^{+110}_{-107}$,$> 180$,Yes
5371776,K01557.02,Kepler-304 d,CONFIRMED,4596,76,2020AJ....159..280B,13.90,0.14,2019ApJS..244...21S,13,21,1484,110,107,234,224,,,,2.36,2022AJ....163..179P,9.65,0,0,1,$1484^{+110}_{-107}$,$> 180$,Yes
5371776,K01557.04,Kepler-304 e,CONFIRMED,4596,76,2020AJ....159..280B,13.90,0.14,2019ApJS..244...21S,13,21,1484,110,107,234,224,,,,1.06,2022AJ....163..179P,1.5,0,0,1,$1484^{+110}_{-107}$,$> 180$,Yes
5780930,K03412.01,Kepler-1492 b,CONFIRMED,4468,76,2020AJ....159..280B,14.09,0.14,2021ApJS..255...17S,23,11,1489,129,128,275,300,,,,1.16,2022AJ....163..179P,16.75,0,0,1,$1489^{+129}_{-128}$,$> 140$,Yes
7045496,K01939.01,Kepler-1021 b,CONFIRMED,5397,100,2020AJ....159..280B,14.39,0.14,2021ApJS..255...17S,,,1513,129,102,317,189,,,,2.24,2020AJ....160..108B,13.47,0,0,0,$1513^{+129}_{-102}$,--,--
